"person","age","networthb","time","industry"
"Kenneth Tuchman",55,1.1,2015,"Outsourcing"
"Lau Cho Kun",79,1.1,2015,"palm oil/real estate"
"Aloke Lohia",55,1.1,2014,"petrochemicals"
"Lee Ho-Jin",52,1.1,2015,"petrochemicals / finance / media / electronics"
"Alberto Roemmers",88,1.1,2015,"pharmaceuticals"
"Jiang Wei & family",52,1.1,2014,"pharmaceuticals"
"Que Wenbin & family",50,1.1,2014,"pharmaceuticals"
"Yusuf Hamied",77,1.1,2014,"pharmceuticals"
"Jeffrey Lurie",63,1.1,2015,"Philadelphia Eagles"
"Fan Zhaoxia",47,1.1,2015,"photovoltaic equipment"
"Konstantin Grigorishin",49,1.1,2015,"power engineering"
"Don Gao",50,1.1,2015,"power tools"
"Vito Rodriguez Rodriguez",75,1.1,2014,"processed milk"
"Jorge Rodriguez Rodriguez",69,1.1,2015,"processed milk"
"Lang Walker",69,1.1,2015,"property"
"Robert Ell",69,1.1,2014,"property"
"Sudhir Ruparelia",59,1.1,2015,"real estate"
"Sudhir Ruparelia",58,1.1,2014,"real estate"
"Surendra Hiranandani",60,1.1,2015,"real estate"
"Thian Poh Chua",66,1.1,2015,"real estate"
"Zhang Guiping & family",62,1.1,2014,"real estate"
"Zhong Sheng Jian",57,1.1,2015,"real estate"
"Yang Keng",54,1.1,2015,"real estate"
"Yan Zhi",41,1.1,2014,"real estate"
"Yu Peidi",55,1.1,2015,"real estate"
"Gordon Wu",79,1.1,2014,"real estate"
"Chu Mang Yee",55,1.1,2015,"real estate"
"Alexander Spanos & family",90,1.1,2014,"real estate"
"Niranjan Hiranandani",64,1.1,2015,"real estate"
"Ou Zonghong",45,1.1,2015,"real estate"
"P.N.C. Menon",65,1.1,2014,"real estate"
"Lou Zhongfu",61,1.1,2015,"real estate"
"Marcel Adams",93,1.1,2014,"real estate"
"K. Rai Sahi",68,1.1,2015,"real estate"
"Suat Gunsel",62,1.1,2015,"real estate, education"
"Samih Sawiris",58,1.1,2015,"real estate, hotels"
"Albert Yeung",70,1.1,2014,"real estate, retail"
"Dariusz Milek",47,1.1,2015,"real estate, retail"
"Radik Shaimiev",49,1.1,2014,"refinery, chemical"
"Radik Shaimiev",50,1.1,2015,"refinery, chemical"
"Rustem Sulteev",61,1.1,2015,"refinery, chemicals"
"Rustem Sulteev",60,1.1,2014,"refinery, chemicals"
"Albert Shigaboutdinov",60,1.1,2015,"refinery, chemicals"
"Albert Shigaboutdinov",59,1.1,2014,"refinery, chemicals"
"Airat Shaimiev",52,1.1,2014,"refinery, chemicals"
"Solomon Lew",68,1.1,2014,"retail"
"Djoko Susanto",65,1.1,2015,"retail"
"David Sainsbury",74,1.1,2015,"retail"
"Alexei Bogachev",44,1.1,2015,"retail, banking"
"Yoshiyuki Sankai",56,1.1,2015,"robotics"
"Liu Zhenguo",50,1.1,2015,"sewage treatment"
"Goh Peng Ooi",59,1.1,2014,"software"
"Scott Farquhar",35,1.1,2015,"software"
"Cheng Xue",45,1.1,2015,"soy sauce maker"
"Jim Davis",54,1.1,2015,"staffing & recruiting firm"
"Jose Maria Aristrain",51,1.1,2014,"steel"
"Sanjay Singal",55,1.1,2015,"steel"
"Shen Wenrong",68,1.1,2014,"steel"
"Anatoly Sedykh",49,1.1,2014,"steel pipes"
"Robert Piccinini",72,1.1,2014,"supermarkets"
"Wang Yongping",44,1.1,2015,"telecom services"
"Wang Qinghui",46,1.1,2015,"telecom services"
"Horst Brandstaetter",81,1.1,2015,"toys"
"Isaac Larian",59,1.1,2014,"toys"
"Lachhman Das Mittal",83,1.1,2014,"tractors"
"E. Joe Shoen",66,1.1,2015,"U-Haul"
"Darwin Deason",73,1.1,2014,"Xerox"
"Vikram Lal",72,1.05,2014,"automobiles"
"Deniz Sahenk",68,1.05,2014,"bank, media"
"Zadik Bino",70,1.05,2014,"banking, oil"
"Jose Roberto Ermirio de Moraes",56,1.05,2014,"diversified"
"Jose Ermirio de Moraes Neto",61,1.05,2014,"diversified"
"Neide Helena de Moraes",59,1.05,2014,"diversified"
"Wang Laichun",46,1.05,2014,"electronics components"
"Wang Laisheng",49,1.05,2014,"electronics components"
"Alan Rydge",61,1.05,2014,"entertainment"
"Sheryl Sandberg",44,1.05,2014,"Facebook"
"Ryoichi Jinnai",87,1.05,2014,"finance, agriculture"
"Chen Zemin & family",71,1.05,2014,"food"
"Christopher Hohn",47,1.05,2014,"hedge fund"
"Chen Miaolin",61,1.05,2014,"hotels"
"Hubert Palfinger & family",72,1.05,2014,"hydraulic lift machinery"
"Cheung Yan",57,1.05,2014,"paper"
"Liu Ming Chung",51,1.05,2014,"paper manufacturing"
"Liu Gexin",62,1.05,2014,"pharmaceuticals"
"Sun Hongbin",51,1.05,2014,"real estate"
"K. Rai Sahi",67,1.05,2014,"real estate"
"Yao Wenbin",43,1.05,2014,"software"
"K. Dinesh & family",59,1.05,2014,"software services"
"Li Denghai",64,1,2014,"agribusiness"
"Robert Ingham",82,1,2014,"agribusiness"
"Jeanine Dick",77,1,2014,"animal pharmaceuticals"
"Liu Xiaomeng",59,1,2014,"appliance retailer"
"Wang Muqing & family",63,1,2014,"auto distribution"
"Sergei Petrov",59,1,2014,"auto import and dealerships"
"Frank Hasenfratz",80,1,2015,"auto parts"
"Chin Jong Hwa",56,1,2015,"auto parts"
"Li Fuchao",57,1,2015,"auto parts"
"Wang Jianfeng",45,1,2015,"auto parts"
"Wang Jianfeng & family",44,1,2014,"auto parts"
"Vivek Chaand Sehgal",57,1,2014,"auto parts"
"Serhiy Tihipko",54,1,2014,"banking, agriculture"
"Ion Tiriac",75,1,2015,"banking, insurance"
"C. James Koch",64,1,2014,"beer"
"Nobutada Saji",69,1,2015,"beverages"
"Kiran Mazumdar-Shaw",61,1,2015,"biotechnology"
"Cargill MacMillan, III.",55,1,2015,"Cargill"
"John MacMillan",65,1,2015,"Cargill"
"Martha MacMillan Bennett",63,1,2015,"Cargill"
"William MacMillan",60,1,2015,"Cargill"
"Trond Mohn",71,1,2015,"cargo pumps"
"Ina Chan",60,1,2014,"casinos"
"Seo Jung-Jin",56,1,2014,"Celltrion"
"Abdulsamad Rabiu",55,1,2015,"cement, sugar, flour"
"You Xiaoping",57,1,2015,"chemicals, spandex"
"John Morgridge",80,1,2014,"Cisco"
"Sanford Weill",81,1,2015,"Citigroup"
"Low Tuck Kwong",66,1,2015,"coal"
"Huo Qinghua",52,1,2014,"coal"
"Zdenek Bakala",53,1,2014,"coal"
"Pavel Tykac",49,1,2014,"coal mine"
"Benny Subianto",72,1,2015,"coal, investments"
"Summerfield Johnston, Jr.",82,1,2015,"Coca-Cola"
"Harindarpal Banga",63,1,2014,"commodities"
"Lo Siu Yu",45,1,2015,"conglomerate"
"Elena Baturina",51,1,2014,"construction"
"Elena Baturina",51,1,2015,"construction"
"Sidharth Burman",70,1,2015,"consumer goods"
"Harjo Sutanto",88,1,2015,"consumer goods"
"Andrea Reimann-Ciardelli",58,1,2015,"consumer goods"
"Feng Hailiang",53,1,2014,"copper processing & real estate"
"Charles Edelstenne",77,1,2015,"Dassault"
"Fatma Yazici",41,1,2015,"diversified"
"Fu Kwan",56,1,2014,"diversified"
"Suzan Sabanci Dincer",50,1,2015,"diversified"
"Serra Sabanci",39,1,2015,"diversified"
"Chang Pyung-Soon",63,1,2014,"education"
"Carlos Martins",57,1,2014,"education"
"Bent Jensen",62,1,2014,"electric linear systems"
"Lu Yonghua",51,1,2015,"electronics"
"Bhadresh Shah",63,1,2015,"engineering"
"Sheryl Sandberg",45,1,2015,"Facebook"
"Tory Burch",48,1,2015,"fashion"
"Tory Burch",47,1,2014,"fashion"
"Christopher Burch",60,1,2014,"fashion"
"Zelimkhan Mutsoev",55,1,2015,"fertilizers, real estate"
"Thomas Bailey",77,1,2014,"finance"
"Wang Yong",64,1,2015,"food sweeteners"
"Wang Yong & family",63,1,2014,"food sweeteners"
"Graham Kirkham",69,1,2014,"furniture retail"
"Femi Otedola",52,1,2015,"gas stations"
"Daisy Igel",87,1,2015,"gas, petrochemicals"
"B.R. Shetty",72,1,2014,"healthcare"
"Brian Higgins",49,1,2014,"hedge fund"
"O. Francis Biondi",49,1,2014,"hedge fund"
"Robert Citrone",50,1,2015,"hedge fund"
"Philip Falcone",51,1,2014,"hedge funds"
"Chris Dawson",63,1,2015,"home goods retail"
"Sergei Tsikalyuk",55,1,2014,"insurance"
"V. Prem Watsa",64,1,2015,"insurance, investments"
"Hong Leong Oei",66,1,2015,"investments"
"Leonid Simanovsky",65,1,2015,"investments"
"Alberto Alcocer",71,1,2014,"investments"
"Alexander Vik",59,1,2014,"investments"
"Thomas Kaplan",51,1,2014,"investments"
"Thomas Kaplan",52,1,2015,"investments"
"T.S. Kalyanaraman",66,1,2014,"jewelry"
"Jim Thompson",74,1,2014,"logistics"
"David McMurtry",74,1,2015,"manufacturing"
"Horst Julius Pudwill",69,1,2014,"manufacturing"
"Wu Chung-Yi",55,1,2014,"manufacturing"
"Aydin Dogan",78,1,2015,"media"
"Angela Bennett",69,1,2014,"mining"
"Ryan Kavanaugh",39,1,2014,"movies"
"Ryan Kavanaugh",40,1,2015,"movies"
"Andreas Pohl",50,1,2015,"mutual funds"
"Reinfried Pohl, Jr.",55,1,2015,"mutual funds"
"Reed Hastings",54,1,2015,"Netflix"
"Ray Irani",80,1,2015,"oil"
"William Moncrief, Jr.",93,1,2014,"oil"
"Fred Chang",58,1,2015,"online retailing"
"Fred Chang",57,1,2014,"online retailing"
"Kenneth Tuchman",54,1,2014,"Outsourcing"
"Lim Hariyanto Wijaya Sarwono",86,1,2014,"palm oil"
"Cheung Yan",58,1,2015,"paper"
"Wang Haipeng",43,1,2015,"paper & related products"
"Liu Ming Chung",52,1,2015,"paper manufacturing"
"Li Shuirong",57,1,2014,"petrochemicals"
"An Kang",65,1,2014,"pharmaceuticals"
"Anne Beaufour",50,1,2014,"pharmaceuticals"
"Henri Beaufour",48,1,2014,"pharmaceuticals"
"Leonard Schleifer",61,1,2014,"pharmaceuticals"
"John Martin",63,1,2015,"pharmaceuticals"
"J. Michael Pearson",55,1,2015,"pharmaceuticals"
"Shoji Uehara",86,1,2014,"pharmaceuticals"
"Zhu Wenchen",48,1,2014,"pharmaceuticals"
"Mikhail Abyzov",41,1,2014,"power, power engineering"
"Huang Bingwen",61,1,2015,"printing"
"Jorge Rodriguez Rodriguez",68,1,2014,"processed milk"
"Monika Schoeller",75,1,2014,"publishing"
"Monika Schoeller",76,1,2015,"publishing"
"Stefan von Holtzbrinck",51,1,2015,"publishing"
"Stefan von Holtzbrinck",50,1,2014,"publishing"
"Steven Roth",73,1,2015,"real estate"
"Subhash Runwal",71,1,2015,"real estate"
"Yang Keng",53,1,2014,"real estate"
"Enrique Banuelos",48,1,2014,"real estate"
"Boris Mints",55,1,2014,"real estate"
"Andrew Gotianun",86,1,2014,"real estate"
"P.N.C. Menon",66,1,2015,"real estate"
"Leon Charney",73,1,2015,"real estate"
"Leon Charney",72,1,2014,"real estate"
"Jitendra Virwani",48,1,2014,"real estate"
"John Van Lieshout",68,1,2014,"real estate"
"Richard Chang",67,1,2014,"real estate, electronics"
"Dariusz Milek",46,1,2014,"real estate, retail"
"Paul Fireman",71,1,2015,"Reebok"
"Solomon Lew",69,1,2015,"retail"
"Ding Shizhong & family",43,1,2014,"retail"
"Dmitry Troitsky",49,1,2014,"retail"
"Dmitry Korzhev",50,1,2014,"retail"
"Lin Ming-Hsiung",64,1,2014,"retail"
"Michael Kors",54,1,2014,"retail"
"Nerijus Numavicius",47,1,2015,"retail, pharmacy"
"Nerijus Numavicius",46,1,2014,"retail, pharmacy"
"Yuan Yafei",51,1,2015,"retailing, investments"
"Mohed Altrad",66,1,2015,"scaffolding, cement mixers"
"Wang Wenliang",60,1,2015,"ship maintenance"
"Ding Shijia",50,1,2014,"shoes"
"Eugene Kaspersky",49,1,2015,"software"
"Morris Kahn",84,1,2014,"software"
"Morris Kahn",85,1,2015,"software"
"Michael Lynch",49,1,2014,"software"
"Michael Lynch",50,1,2015,"software"
"Sara Blakely",44,1,2015,"Spanx"
"Sara Blakely",43,1,2014,"Spanx"
"Michael Jordan",52,1,2015,"sports team"
"Jonathan Oringer",40,1,2015,"stock photos"
"Robert Piccinini",73,1,2015,"supermarkets"
"Murat Vargi",66,1,2014,"telecom"
"Murat Vargi",67,1,2015,"telecom"
"Ren Zhengfei",71,1,2015,"telecom equipment"
"Lv Dalong",52,1,2015,"telecom services"
"Rostam Azizi",49,1,2014,"telecom, investments"
"Rostam Azizi",50,1,2015,"telecom, investments"
"Neil Shen",46,1,2015,"venture capital investing"
